"Repo","Name","RelPath","SizeKB","Hint"
"Godspawn","2Flashbacks.jpg","Godspawn\2Flashbacks.jpg","2162.2","generic"
"Godspawn","android_backing_greenred.jpg","Godspawn\DanZen\backings\android_backing_greenred.jpg","164.6","generic"
"Godspawn","AZOIC_Title_ClearBG.png","Godspawn\AZOIC_Title_ClearBG.png","8.1","generic"
"Godspawn","danbiopic.jpg","Godspawn\danbiopic.jpg","21.5","generic"
"Godspawn","DiannaBiopic.jpg","Godspawn\DiannaBiopic.jpg","21.6","generic"
"Godspawn","eye.jpg","Godspawn\DanZen\backings\eye.jpg","152.9","generic"
"Godspawn","eye2.jpg","Godspawn\DanZen\backings\eye2.jpg","473.8","generic"
"Godspawn","eye3.jpg","Godspawn\DanZen\backings\eye3.jpg","449","generic"
"Godspawn","eye4.jpg","Godspawn\DanZen\backings\eye4.jpg","549.9","generic"
"Godspawn","eye5.jpg","Godspawn\DanZen\backings\eye5.jpg","379.7","generic"
"Godspawn","GS_3D_Novel.png","Godspawn\Pkg For Elias\GS_3D_Novel.png","1605.4","generic"
"Godspawn","GS_3D_Novel.png","Godspawn\GS_3D_Novel.png","1605.4","generic"
"Godspawn","GS_Back_Cover_Background.png","Godspawn\GS_Back_Cover_Background.png","2093.3","generic"
"Godspawn","GS_Back_Cover_Gold_Star.png","Godspawn\GS_Back_Cover_Gold_Star.png","1456.3","generic"
"Godspawn","GS_Back_Cover_Overlay_Text.png","Godspawn\GS_Back_Cover_Overlay_Text.png","205.2","generic"
"Godspawn","GS_Binding_Cover_900pages.png","Godspawn\Pkg For Elias\GS_Binding_Cover_900pages.png","5227.5","generic"
"Godspawn","GS_Binding_Cover_900pages.png","Godspawn\GS_Binding_Cover_900pages.png","5227.5","generic"
"Godspawn","GS_Front_Cover_Gold_Scar.png","Godspawn\GS_Front_Cover_Gold_Scar.png","2848","generic"
"Godspawn","GS_Spine_Background.png","Godspawn\GS_Spine_Background.png","1679.7","generic"
"Godspawn","GS_Spine.png","Godspawn\GS_Spine.png","760.9","generic"
"Godspawn","GS_Title_Clear_Background.png","Godspawn\GS_Title_Clear_Background.png","17.3","generic"
"Godspawn","GS-header.jpg","Godspawn\GODSPAWN 2006\GODSPAWN\GS Flash Site\GS-header.jpg","42.1","generic"
"Godspawn","IMG_0877.JPG","Godspawn\DanZen\backings\IMG_0877.JPG","258.1","generic"
"Godspawn","IMG_0883.JPG","Godspawn\DanZen\backings\IMG_0883.JPG","320.9","generic"
"Godspawn","IMG_0895.JPG","Godspawn\DanZen\backings\IMG_0895.JPG","224.4","generic"
"Godspawn","IMG_0928.JPG","Godspawn\DanZen\backings\IMG_0928.JPG","238.2","generic"
"Godspawn","IMG_0929.JPG","Godspawn\DanZen\backings\IMG_0929.JPG","238.5","generic"
"Godspawn","IMG_0931.JPG","Godspawn\DanZen\backings\IMG_0931.JPG","86.2","generic"
"Godspawn","IMG_0932.JPG","Godspawn\DanZen\backings\IMG_0932.JPG","270.9","generic"
"Godspawn","IMG_0933.JPG","Godspawn\DanZen\backings\IMG_0933.JPG","228.5","generic"
"Godspawn","Jedi-heads-1.jpg","Godspawn\GODSPAWN 2006\GODSPAWN\GS Flash Site\Jedi-heads-1.jpg","41.9","generic"
"Godspawn","m.jpg","Godspawn\m.jpg","2.6","generic"
"Godspawn","pod_oracle_color.jpg","Godspawn\DanZen\backings\pod_oracle_color.jpg","346.3","generic"
"Godspawn","pod_oracle_single_bluepink.jpg","Godspawn\DanZen\backings\pod_oracle_single_bluepink.jpg","201.2","generic"
"Godspawn","pod_oracle_single_bluepink2.jpg","Godspawn\DanZen\backings\pod_oracle_single_bluepink2.jpg","213.9","generic"
"Godspawn","pod_with_eye.jpg","Godspawn\DanZen\backings\pod_with_eye.jpg","365.5","generic"
"Godspawn","rabittooth.jpg","Godspawn\GODSPAWN 2006\GODSPAWN\images\rabittooth.jpg","22.8","generic"
"Godspawn","Save0001.jpg","Godspawn\DanZen\storyboard\storyboard\Save0001.jpg","855.9","generic"
"Godspawn","Save0002.jpg","Godspawn\DanZen\storyboard\storyboard\Save0002.jpg","736.9","generic"
"Godspawn","Save0003.jpg","Godspawn\DanZen\storyboard\storyboard\Save0003.jpg","834.2","generic"
"Godspawn","Save0004.JPG","Godspawn\DanZen\storyboard\storyboard\Save0004.JPG","831.4","generic"
"Godspawn","Save0005.JPG","Godspawn\DanZen\storyboard\storyboard\Save0005.JPG","843.9","generic"
"Godspawn","Save0006.JPG","Godspawn\DanZen\storyboard\storyboard\Save0006.JPG","785","generic"
"Godspawn","Save0007.JPG","Godspawn\DanZen\storyboard\storyboard\Save0007.JPG","909.1","generic"
"Godspawn","Save0008.JPG","Godspawn\DanZen\storyboard\storyboard\Save0008.JPG","1281.8","generic"
"Godspawn","Save0009.JPG","Godspawn\DanZen\storyboard\storyboard\Save0009.JPG","748.1","generic"
"Godspawn","Save0010.JPG","Godspawn\DanZen\storyboard\storyboard\Save0010.JPG","990.7","generic"
"Godspawn","Save0011.JPG","Godspawn\DanZen\storyboard\storyboard\Save0011.JPG","896","generic"
"Godspawn","Save0012.JPG","Godspawn\DanZen\storyboard\storyboard\Save0012.JPG","803.1","generic"
"Godspawn","Save0013.JPG","Godspawn\DanZen\storyboard\storyboard\Save0013.JPG","805","generic"
"Godspawn","Save0014.JPG","Godspawn\DanZen\storyboard\storyboard\Save0014.JPG","1014","generic"
"Godspawn","Save0015.JPG","Godspawn\DanZen\storyboard\storyboard\Save0015.JPG","1088.7","generic"
"Godspawn","Save0016.JPG","Godspawn\DanZen\storyboard\storyboard\Save0016.JPG","716.2","generic"
"Godspawn","Save0017.JPG","Godspawn\DanZen\storyboard\storyboard\Save0017.JPG","542.2","generic"
"Godspawn","Save0018.JPG","Godspawn\DanZen\storyboard\storyboard\Save0018.JPG","981.4","generic"
"Godspawn","Save0019.JPG","Godspawn\DanZen\storyboard\storyboard\Save0019.JPG","911.4","generic"
"Godspawn","Save0020.JPG","Godspawn\DanZen\storyboard\storyboard\Save0020.JPG","621.9","generic"
"Godspawn","ScanManStrip.jpg","Godspawn\ScanManStrip.jpg","62.6","generic"
"Godspawn","superman.jpg","Godspawn\GODSPAWN 2006\GODSPAWN\images\superman.jpg","14.8","generic"
"Godspawn","WritersVignette.jpg","Godspawn\WritersVignette.jpg","93.1","generic"
"Godspawn","GodspawnLogo.jpg","Godspawn\Pkg For Elias\GodspawnLogo.jpg","401","name-match"
"Godspawn","GodspawnLogo.jpg","Godspawn\GodspawnLogo.jpg","401","name-match"
"GroupBuild","hero.png","GroupBuild\assets\hero.png","0","generic"
"GroupBuild","favicon-192.png","GroupBuild\assets\icons\favicon-192.png","0","name-match"
"GroupBuild","favicon-48.png","GroupBuild\assets\icons\favicon-48.png","0","name-match"
"GroupBuild","favicon-512.png","GroupBuild\assets\icons\favicon-512.png","0","name-match"
"GroupBuild-website","aggressive.svg","GroupBuild-website\assets\kittens\aggressive.svg","1","generic"
"GroupBuild-website","empathic.svg","GroupBuild-website\assets\kittens\empathic.svg","0.9","generic"
"GroupBuild-website","og.svg","GroupBuild-website\assets\og\og.svg","0.5","generic"
"GroupBuild-website","Screenshot 2025-09-14 210249.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210249.png","367.6","generic"
"GroupBuild-website","Screenshot 2025-09-14 210304.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210304.png","514.9","generic"
"GroupBuild-website","Screenshot 2025-09-14 210314.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210314.png","74.6","generic"
"GroupBuild-website","Screenshot 2025-09-14 210327.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210327.png","356.6","generic"
"GroupBuild-website","Screenshot 2025-09-14 210336.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210336.png","159.7","generic"
"GroupBuild-website","Screenshot 2025-09-14 210347.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210347.png","435.5","generic"
"GroupBuild-website","Screenshot 2025-09-14 210401.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210401.png","229.7","generic"
"GroupBuild-website","Screenshot 2025-09-14 210414.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210414.png","66.4","generic"
"GroupBuild-website","Screenshot 2025-09-14 210421.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210421.png","59.7","generic"
"GroupBuild-website","Screenshot 2025-09-14 210430.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210430.png","118.3","generic"
"GroupBuild-website","Screenshot 2025-09-14 210437.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210437.png","203.8","generic"
"GroupBuild-website","Screenshot 2025-09-14 210444.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210444.png","34.4","generic"
"GroupBuild-website","Screenshot 2025-09-14 210454.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210454.png","590.3","generic"
"GroupBuild-website","Screenshot 2025-09-14 210508.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210508.png","280.3","generic"
"GroupBuild-website","Screenshot 2025-09-14 210519.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210519.png","722","generic"
"GroupBuild-website","Screenshot 2025-09-14 210528.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210528.png","28.7","generic"
"GroupBuild-website","Screenshot 2025-09-14 210539.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210539.png","365","generic"
"GroupBuild-website","Screenshot 2025-09-14 210553.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210553.png","485.7","generic"
"GroupBuild-website","Screenshot 2025-09-14 210601.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210601.png","532.8","generic"
"GroupBuild-website","Screenshot 2025-09-14 210611.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210611.png","577.9","generic"
"GroupBuild-website","Screenshot 2025-09-14 210620.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210620.png","38","generic"
"GroupBuild-website","Screenshot 2025-09-14 210631.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210631.png","241.8","generic"
"GroupBuild-website","Screenshot 2025-09-14 210643.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210643.png","262.2","generic"
"GroupBuild-website","Screenshot 2025-09-14 210653.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210653.png","472.4","generic"
"GroupBuild-website","Screenshot 2025-09-14 210702.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210702.png","169.9","generic"
"GroupBuild-website","Screenshot 2025-09-14 210710.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210710.png","96.1","generic"
"GroupBuild-website","Screenshot 2025-09-14 210717.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210717.png","78.4","generic"
"GroupBuild-website","Screenshot 2025-09-14 210726.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210726.png","134.4","generic"
"GroupBuild-website","Screenshot 2025-09-14 210735.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210735.png","41.7","generic"
"GroupBuild-website","Screenshot 2025-09-14 210743.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210743.png","40.5","generic"
"GroupBuild-website","Screenshot 2025-09-14 210751.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210751.png","99.3","generic"
"GroupBuild-website","Screenshot 2025-09-14 210758.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210758.png","84.7","generic"
"GroupBuild-website","Screenshot 2025-09-14 210805.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210805.png","127.1","generic"
"GroupBuild-website","Screenshot 2025-09-14 210813.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210813.png","32.7","generic"
"GroupBuild-website","Screenshot 2025-09-14 210821.png","GroupBuild-website\friendly-proposal\discord-screens\Screenshot 2025-09-14 210821.png","107.7","generic"
"GroupBuild-website","favicon.ico","GroupBuild-website\assets\favicons\favicon.ico","0","name-match"
"InSeed","CatEye.ico","InSeed\assets\icons\CatEye.ico","179.5","folder-match"
"InSeed","CatFace.ico","InSeed\assets\icons\CatFace.ico","361.4","folder-match"
"InSeed","CatPaw.ico","InSeed\assets\icons\CatPaw.ico","248.1","folder-match"
"InSeed","GreenBook.ico","InSeed\assets\icons\GreenBook.ico","112.9","folder-match"
"InSeed","GroupBuild_Torsos.ico","InSeed\assets\icons\GroupBuild_Torsos.ico","171","folder-match"
"InSeed","Hands_Raised.ico","InSeed\assets\icons\Hands_Raised.ico","116.3","folder-match"
"InSeed","map-inseed.png","InSeed\assets\brand\map-inseed.png","580.4","folder-match"
"InSeed","map-thumb.svg","InSeed\assets\brand\map-thumb.svg","0.5","folder-match"
"InSeed","Scroll.ico","InSeed\assets\icons\Scroll.ico","66.1","folder-match"
"InSeed","020_partner-ecosystem__intro-to-deal.svg","InSeed\assets\diagrams\020_partner-ecosystem__intro-to-deal.svg","45.7","generic"
"InSeed","030_content-loop__weekly-cycle.svg","InSeed\assets\diagrams\030_content-loop__weekly-cycle.svg","85.2","generic"
"InSeed","040_cosuite-architecture__high-level.svg","InSeed\assets\diagrams\040_cosuite-architecture__high-level.svg","189.1","generic"
"InSeed","099_inseed-timeline.svg","InSeed\assets\diagrams\099_inseed-timeline.svg","2.5","generic"
"InSeed","diagram-about-timeline.svg","InSeed\assets\diagram-about-timeline.svg","2.6","generic"
"InSeed","diagram-coflow.svg","InSeed\assets\diagram-coflow.svg","3","generic"
"InSeed","diagram-legacy-vs-steward.svg","InSeed\assets\diagram-legacy-vs-steward.svg","1.7","generic"
"InSeed","diagram-make-vs-buy.svg","InSeed\assets\diagram-make-vs-buy.svg","2.5","generic"
"InSeed","diagram-placeholder.svg","InSeed\assets\diagram-placeholder.svg","1.7","generic"
"InSeed","diagram-runway.svg","InSeed\assets\diagram-runway.svg","2.6","generic"
"InSeed","diagram-scoreboard.svg","InSeed\assets\diagram-scoreboard.svg","3.4","generic"
"InSeed","diagram-steward-loop.svg","InSeed\assets\diagram-steward-loop.svg","2.7","generic"
"InSeed","diagram-tos-ai.svg","InSeed\assets\diagram-tos-ai.svg","2.4","generic"
"InSeed","dog-racehorse-hero.svg","InSeed\assets\diagrams\dog-racehorse-hero.svg","1.1","generic"
"InSeed","hero.png","InSeed\assets\hero.png","2500.4","generic"
"InSeed","InSeed_Hero.png","InSeed\assets\InSeed_Hero.png","3414.4","generic"
"InSeed","Legacy-CEO-vs-CEOS.svg","InSeed\assets\diagrams\Legacy-CEO-vs-CEOS.svg","403.5","generic"
"InSeed","legacy-vs-steward-hero.png","InSeed\assets\legacy-vs-steward-hero.png","2374.4","generic"
"InSeed","Map_Toronto_NY.png","InSeed\assets\maps\Map_Toronto_NY.png","3443.5","generic"
"InSeed","map-placeholder.png","InSeed\assets\map-placeholder.png","0","generic"
"InSeed","map-placeholder.svg","InSeed\assets\map-placeholder.svg","0.4","generic"
"InSeed","og-inseed-v4.png","InSeed\assets\diagrams\og-inseed-v4.png","0.1","generic"
"InSeed","og-inseed-v4.svg","InSeed\assets\diagrams\og-inseed-v4.svg","0.6","generic"
"InSeed","og.svg","InSeed\assets\og\og.svg","0.5","generic"
"InSeed","services-flow.svg","InSeed\assets\diagrams\services-flow.svg","1.5","generic"
"InSeed","apple-touch-icon.png","InSeed\assets\apple-touch-icon.png","7.2","name-match"
"InSeed","EntMent_Logo_Dark.ico","InSeed\assets\icons\EntMent_Logo_Dark.ico","72.9","name-match"
"InSeed","EntMent_Logo.ico","InSeed\assets\icons\EntMent_Logo.ico","19.4","name-match"
"InSeed","favicon-16.png","InSeed\assets\favicon-16.png","0.4","name-match"
"InSeed","favicon-192.png","InSeed\assets\icons\favicon-192.png","0","name-match"
"InSeed","favicon-32.png","InSeed\assets\favicon-32.png","1","name-match"
"InSeed","favicon-48.png","InSeed\assets\icons\favicon-48.png","0","name-match"
"InSeed","favicon-512.png","InSeed\assets\icons\favicon-512.png","0","name-match"
"InSeed","favicon.ico","InSeed\assets\favicon.ico","0","name-match"
"InSeed","favicon.ico","InSeed\assets\favicons\favicon.ico","0","name-match"
"InSeed","favicon.svg","InSeed\favicon.svg","0.2","name-match"
"InSeed","GroupBuild_Logo.ico","InSeed\assets\icons\GroupBuild_Logo.ico","123.4","name-match"
"InSeed","inseed-logo-128.png","InSeed\assets\inseed-logo-128.png","4.7","name-match"
"InSeed","inseed-logo-256.png","InSeed\assets\inseed-logo-256.png","13.4","name-match"
"InSeed","inseed-logo-512.png","InSeed\assets\inseed-logo-512.png","45.6","name-match"
"InSeed","inseed-logo-64.png","InSeed\assets\inseed-logo-64.png","2.1","name-match"
"InSeed","inseed-logo-micro.svg","InSeed\assets\inseed-logo-micro.svg","362.3","name-match"
"InSeed","inseed-logo-white.svg","InSeed\assets\inseed-logo-white.svg","362.3","name-match"
"InSeed","inseed-logo.png","InSeed\assets\brand\inseed-logo.png","6.8","name-match"
"InSeed","logo-nav.png","InSeed\assets\icons\logo-nav.png","6.8","name-match"
"InSeed","RickPublic_Logo_on_Clear.ico","InSeed\assets\icons\RickPublic_Logo_on_Clear.ico","100.7","name-match"
"InSeed","RickPublic_Logo_on_White.ico","InSeed\assets\icons\RickPublic_Logo_on_White.ico","264.1","name-match"
"Opename","opename-192.png","Opename\assets\opename-192.png","26.1","generic"
"Opename","opename-512.png","Opename\assets\opename-512.png","131","generic"
"Opename","apple-touch-icon.png","Opename\assets\apple-touch-icon.png","7.4","name-match"
"Opename","favicon-16.png","Opename\assets\favicon-16.png","0.4","name-match"
"Opename","favicon-32.png","Opename\assets\favicon-32.png","1","name-match"
"Opename","favicon.ico","Opename\assets\favicon.ico","2.6","name-match"
"rickballard","persona-builder.svg","rickballard\icons\persona-builder.svg","0.5","folder-match"
"rickballard","persona-designer.svg","rickballard\icons\persona-designer.svg","0.5","folder-match"
"rickballard","persona-educator.svg","rickballard\icons\persona-educator.svg","0.3","folder-match"
"rickballard","persona-governance.svg","rickballard\icons\persona-governance.svg","0.5","folder-match"
"rickballard","persona-metrics.svg","rickballard\icons\persona-metrics.svg","0.5","folder-match"
"rickballard","persona-steward.svg","rickballard\icons\persona-steward.svg","0.3","folder-match"
"rickballard","persona-storyteller.svg","rickballard\icons\persona-storyteller.svg","0.5","folder-match"
"rickballard","future-harmony-robot-child.png","rickballard\images\future-harmony-robot-child.png","1719.6","generic"
"RickPublic","halo-amber.png","RickPublic\assets\icons\CoCivium\png\halo-amber.png","61.5","folder-match"
"RickPublic","halo-amber.svg","RickPublic\assets\icons\CoCivium\halo-amber.svg","0.5","folder-match"
"RickPublic","halo-black.png","RickPublic\assets\icons\CoCivium\png\halo-black.png","9.6","folder-match"
"RickPublic","halo-black.svg","RickPublic\assets\icons\CoCivium\halo-black.svg","0.5","folder-match"
"RickPublic","halo-green.png","RickPublic\assets\icons\CoCivium\png\halo-green.png","72.2","folder-match"
"RickPublic","halo-green.svg","RickPublic\assets\icons\CoCivium\halo-green.svg","0.5","folder-match"
"RickPublic","halo-grey.png","RickPublic\assets\icons\CoCivium\png\halo-grey.png","38.3","folder-match"
"RickPublic","halo-grey.svg","RickPublic\assets\icons\CoCivium\halo-grey.svg","0.5","folder-match"
"RickPublic","halo-red.png","RickPublic\assets\icons\CoCivium\png\halo-red.png","61.7","folder-match"
"RickPublic","halo-red.svg","RickPublic\assets\icons\CoCivium\halo-red.svg","0.5","folder-match"
"RickPublic","halo-white.png","RickPublic\assets\icons\CoCivium\png\halo-white.png","11.2","folder-match"
"RickPublic","halo-white.svg","RickPublic\assets\icons\CoCivium\halo-white.svg","0.5","folder-match"
"RickPublic","bcg.png","RickPublic\infographics\matrices\bcg.png","174.4","generic"
"RickPublic","RickPublic_Logo_Black_On_Transparent.png","RickPublic\assets\branding\RickPublic_Logo_Black_On_Transparent.png","22.4","name-match"
"RickPublic","RickPublic_Logo_Black_On_White.jpg","RickPublic\assets\branding\RickPublic_Logo_Black_On_White.jpg","14.4","name-match"
"RickPublic","RickPublic_Logo_White_On_Transparent.png","RickPublic\assets\branding\RickPublic_Logo_White_On_Transparent.png","21.4","name-match"
